    2016v3 --> 164408000 events
      2017 --> 101520000 events
      2018 --> 93446000 events
    2016v2 --> 89743000 events

recommended       type    mass         V2    ctau (mm)  ctauRatioToTheory   events                cross section  miniAOD directory
          *   majorana    20.0    7.5e-11    1505.0203               0.48   150000       6.156e-07 +- 6.150e-10   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-20_V-8.64869932418e-06_e_massiveAndCKM_LO
          *   majorana    20.0    7.5e-11    1569.4364               0.43    97000       6.013e-07 +- 6.018e-10   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-20_V-8.64869932418e-06_tau_massiveAndCKM_LO
          *   majorana    20.0    3.7e-10     300.7595               0.51   200000       3.072e-06 +- 3.071e-09     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-20_V-1.93390796058e-05_mu_massiveAndCKM_LO
          *   majorana    20.0    3.7e-10     300.7595               0.51   250000       3.075e-06 +- 3.059e-09     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-20_V-1.93390796058e-05_mu_massiveAndCKM_LO
          *   majorana    20.0    3.7e-10     300.7595               0.51   200000       3.076e-06 +- 3.063e-09   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-20_V-1.93390796058e-05_mu_massiveAndCKM_LO
          *   majorana    20.0    3.7e-10     301.0041               0.48   200000       3.078e-06 +- 3.072e-09     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-20_V-1.93390796058e-05_e_massiveAndCKM_LO
          *   majorana    20.0    3.7e-10     301.0041               0.48   200000       3.078e-06 +- 3.059e-09     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-20_V-1.93390796058e-05_e_massiveAndCKM_LO
          *   majorana    20.0    3.7e-10     301.0041               0.48   200000       3.078e-06 +- 3.076e-09   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-20_V-1.93390796058e-05_e_massiveAndCKM_LO
          *   majorana    20.0    3.7e-10     313.8872               0.43   100000       3.004e-06 +- 3.001e-09   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-20_V-1.93390796058e-05_tau_massiveAndCKM_LO
          *   majorana    15.0    4.6e-10    1080.7379               0.48   150000       3.980e-06 +- 3.981e-09     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-15_V-2.13775583264e-05_e_massiveAndCKM_LO
          *   majorana    15.0    4.6e-10    1080.7379               0.48   250000       3.993e-06 +- 3.963e-09     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-15_V-2.13775583264e-05_e_massiveAndCKM_LO
          *   majorana    15.0    4.6e-10    1080.7379               0.48   200000       3.987e-06 +- 3.986e-09   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-15_V-2.13775583264e-05_e_massiveAndCKM_LO
          *   majorana    15.0    4.6e-10    1080.7462               0.50   150000       3.981e-06 +- 3.971e-09     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-15_V-2.13775583264e-05_mu_massiveAndCKM_LO
          *   majorana    15.0    4.6e-10    1080.7462               0.50   200000       3.985e-06 +- 3.976e-09     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-15_V-2.13775583264e-05_mu_massiveAndCKM_LO
          *   majorana    15.0    4.6e-10    1080.7462               0.50   200000       3.986e-06 +- 3.966e-09   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-15_V-2.13775583264e-05_mu_massiveAndCKM_LO
          *   majorana    15.0    4.6e-10    1162.5933               0.41    77000       3.838e-06 +- 3.820e-09   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-15_V-2.13775583264e-05_tau_massiveAndCKM_LO
          *   majorana    15.0    2.3e-09     216.6235               0.48   150000       1.990e-05 +- 1.987e-08     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-15_V-4.77493455453e-05_e_massiveAndCKM_LO
          *   majorana    15.0    2.3e-09     216.6235               0.48   250000       1.994e-05 +- 1.978e-08     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-15_V-4.77493455453e-05_e_massiveAndCKM_LO
          *   majorana    15.0    2.3e-09     216.6235               0.48   150000       1.990e-05 +- 1.986e-08   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-15_V-4.77493455453e-05_e_massiveAndCKM_LO
          *   majorana    15.0    2.3e-09     216.6242               0.50   150000       1.985e-05 +- 1.984e-08     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-15_V-4.77493455453e-05_mu_massiveAndCKM_LO
          *   majorana    15.0    2.3e-09     216.6242               0.50   200000       1.987e-05 +- 1.977e-08     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-15_V-4.77493455453e-05_mu_massiveAndCKM_LO
          *   majorana    15.0    2.3e-09     216.6242               0.50   200000       1.988e-05 +- 1.987e-08   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-15_V-4.77493455453e-05_mu_massiveAndCKM_LO
          *   majorana    15.0    2.3e-09     233.0308               0.41    99000       1.913e-05 +- 1.910e-08   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-15_V-4.77493455453e-05_tau_massiveAndCKM_LO
          *   majorana    10.0    5.7e-09     689.2546               0.47    67000       5.212e-05 +- 5.224e-08   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-7.56967634711e-05_e_massiveAndCKM_LO
          *   majorana    10.0    5.7e-09     690.2373               0.49    65000       5.212e-05 +- 5.226e-08   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-7.56967634711e-05_mu_massiveAndCKM_LO
          *   majorana    10.0    5.7e-09     813.4591               0.40    71000       4.795e-05 +- 4.796e-08   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-7.56967634711e-05_tau_massiveAndCKM_LO
          *   majorana    10.0    1.5e-08     131.6812                  -   144000       2.726e-04 +- 2.483e-07     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-10_V-0.000122474487139_2l_massiveAndCKM_LO
          *   majorana    10.0    1.5e-08     131.6812                  -   149000       2.716e-04 +- 3.700e-07     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.000122474487139_2l_massiveAndCKM_LO
          *   majorana    10.0    1.5e-08     131.6812                  -   146000       2.735e-04 +- 6.050e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000122474487139_2l_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.0010               0.47   200000       1.968e-04 +- 1.977e-07     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_e_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.0010               0.47   250000       1.971e-04 +- 1.981e-07     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_e_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.0010               0.47     1000       1.851e-04 +- 1.011e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_e_pre2017_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.0010               0.47   250000       1.970e-04 +- 1.978e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_e_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.2609               0.49   200000       1.971e-04 +- 1.981e-07     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_mu_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.2609               0.49   250000       1.970e-04 +- 1.983e-07     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_mu_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.2609               0.49     1000       1.845e-04 +- 1.007e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_mu_pre2017_massiveAndCKM_LO
          *   majorana    10.0    2.2e-08     182.2609               0.49   250000       1.971e-04 +- 1.983e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000147309198627_mu_massiveAndCKM_LO
          *   majorana     8.0    2.3e-08     545.1831               0.47    99000       2.101e-04 +- 2.114e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000151327459504_e_massiveAndCKM_LO
          *   majorana     8.0    2.3e-08     546.6984               0.49    99000       2.102e-04 +- 2.119e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000151327459504_mu_massiveAndCKM_LO
          *   majorana     8.0    2.3e-08     701.5090               0.41    98000       1.839e-04 +- 1.855e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000151327459504_tau_massiveAndCKM_LO
          *   majorana    10.0    2.9e-08     137.6099               0.47   148000       2.606e-04 +- 2.618e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000169410743461_e_massiveAndCKM_LO
          *   majorana    10.0    2.9e-08     137.8061               0.49   147000       2.605e-04 +- 2.623e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000169410743461_mu_massiveAndCKM_LO
          *   majorana    10.0    2.9e-08     162.4076               0.40   145000       2.400e-04 +- 2.408e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000169410743461_tau_massiveAndCKM_LO
          *   majorana    10.0      6e-08      65.8235               0.47   100000       5.446e-04 +- 5.452e-07     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-10_V-0.000244948974278_e_massiveAndCKM_LO
          *   majorana    10.0      6e-08      65.8235               0.47   100000       5.419e-04 +- 7.687e-07     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.000244948974278_e_massiveAndCKM_LO
          *   majorana    10.0      6e-08      65.8235               0.47   100000       5.443e-04 +- 5.469e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000244948974278_e_massiveAndCKM_LO
          *   majorana    10.0      6e-08      65.9177               0.49   100000       5.499e-04 +- 1.227e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-10_V-0.000244948974278_mu_massiveAndCKM_LO
          *   majorana    10.0      6e-08      65.9177               0.49   100000       5.387e-04 +- 1.709e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.000244948974278_mu_massiveAndCKM_LO
          *   majorana    10.0      6e-08      65.9177               0.49   100000       5.443e-04 +- 5.464e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.000244948974278_mu_massiveAndCKM_LO
          *   majorana     8.0      6e-08     104.1139                  -   100000       1.098e-03 +- 1.033e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-8_V-0.000244948974278_2l_massiveAndCKM_LO
          *   majorana     8.0      6e-08     104.1139                  -   100000       1.105e-03 +- 2.456e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-8_V-0.000244948974278_2l_massiveAndCKM_LO
          *   majorana     8.0      6e-08     104.1139                  -   100000       1.101e-03 +- 8.858e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000244948974278_2l_massiveAndCKM_LO
          *   majorana     8.0    8.6e-08     144.3324               0.47   250000       7.939e-04 +- 7.996e-07     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-8_V-0.000294108823397_e_massiveAndCKM_LO
          *   majorana     8.0    8.6e-08     144.3324               0.47   250000       7.929e-04 +- 7.970e-07     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-8_V-0.000294108823397_e_massiveAndCKM_LO
          *   majorana     8.0    8.6e-08     144.3324               0.47   200000       7.938e-04 +- 7.991e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000294108823397_e_massiveAndCKM_LO
          *   majorana     8.0    8.6e-08     144.7337               0.49   200000       7.949e-04 +- 8.015e-07     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-8_V-0.000294108823397_mu_massiveAndCKM_LO
          *   majorana     8.0    8.6e-08     144.7337               0.49   250000       7.944e-04 +- 7.997e-07     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-8_V-0.000294108823397_mu_massiveAndCKM_LO
          *   majorana     8.0    8.6e-08     144.7337               0.49   200000       7.943e-04 +- 8.005e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000294108823397_mu_massiveAndCKM_LO
          *   majorana     8.0    1.1e-07     108.5627               0.47   386000       1.055e-03 +- 1.060e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000339116499156_e_massiveAndCKM_LO
          *   majorana     8.0    1.1e-07     108.8641               0.49    97000       1.057e-03 +- 1.064e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000339116499156_mu_massiveAndCKM_LO
          *   majorana     8.0    1.1e-07     139.6929               0.41    95000       9.239e-04 +- 9.320e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-8_V-0.000339116499156_tau_massiveAndCKM_LO
          *   majorana     6.0    1.4e-07     409.0738               0.48   200000       1.264e-03 +- 1.275e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-6_V-0.000370135110466_e_massiveAndCKM_LO
          *   majorana     6.0    1.4e-07     409.0738               0.48   200000       1.262e-03 +- 1.275e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-6_V-0.000370135110466_e_massiveAndCKM_LO
          *   majorana     6.0    1.4e-07     409.0738               0.48   200000       1.267e-03 +- 1.273e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-6_V-0.000370135110466_e_massiveAndCKM_LO
          *   majorana     6.0    1.4e-07     410.6557               0.49   200000       1.267e-03 +- 1.278e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-6_V-0.000370135110466_mu_massiveAndCKM_LO
          *   majorana     6.0    1.4e-07     410.6557               0.49   200000       1.267e-03 +- 1.280e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-6_V-0.000370135110466_mu_massiveAndCKM_LO
          *   majorana     6.0    1.4e-07     410.6557               0.49   250000       1.267e-03 +- 1.278e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-6_V-0.000370135110466_mu_massiveAndCKM_LO
          *   majorana     6.0    1.4e-07     628.1748               0.45    94000       9.665e-04 +- 9.725e-07   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-6_V-0.000370135110466_tau_massiveAndCKM_LO
          *   majorana    10.0      2e-07      19.7470               0.47   100000       1.815e-03 +- 1.824e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-10_V-0.0004472135955_e_massiveAndCKM_LO
          *   majorana    10.0      2e-07      19.7470               0.47   100000       1.805e-03 +- 1.810e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.0004472135955_e_massiveAndCKM_LO
          *   majorana    10.0      2e-07      19.7470               0.47   100000       1.818e-03 +- 1.827e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.0004472135955_e_massiveAndCKM_LO
          *   majorana    10.0      2e-07      19.7753               0.49   100000       1.817e-03 +- 1.827e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-10_V-0.0004472135955_mu_massiveAndCKM_LO
          *   majorana    10.0      2e-07      19.7753               0.49   100000       1.799e-03 +- 1.804e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-10_V-0.0004472135955_mu_massiveAndCKM_LO
          *   majorana    10.0      2e-07      19.7753               0.49   100000       1.817e-03 +- 1.824e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-10_V-0.0004472135955_mu_massiveAndCKM_LO
